budget_program_identity_id,fiscal_year,account_code,account_name,budget_item_key,display_program_name,normalized_program_name,department_name,normalized_department_name,candidate_budget_book_pages,total_amount_thousand_yen,member_group_count,source_type
bpi_b051c4cdb0c4e43a7ce7078ca320e584c3cb818dce99782c29ddc02557f436b1,2026,general,一般会計,2026_general_expenditure_02_03_01,地域活動推進（世田谷）,地域活動推進(世田谷),世支＊地域振興課,世支*地域振興課,327,721,1,derived
bpi_4a24153286d0f0671715ca14edb59223404ff1cba6044c2e7c06abe3658ada30,2026,general,一般会計,2026_general_expenditure_02_03_01,地域活動推進（北沢）,地域活動推進(北沢),北支＊地域振興課,北支*地域振興課,327,1092,1,derived
bpi_060f11a3d9301a2326a76da86ba1dd949a99f4ce9928cdaab74aaf34c62ac0cd,2026,general,一般会計,2026_general_expenditure_02_03_01,地域活動推進（烏山）,地域活動推進(烏山),烏支＊地域振興課,烏支*地域振興課,327,370,1,derived
bpi_9b5cb7a3890875f4695664a27d7c4187228df9f2922c1430b141f9da3335e5db,2026,general,一般会計,2026_general_expenditure_02_03_01,地域活動推進（玉川）,地域活動推進(玉川),玉支＊地域振興課,玉支*地域振興課,327,667,1,derived
bpi_f32ea21cc1eaaf7a9aac883e789551452745d41b24d873a87c36675e7701edf0,2026,general,一般会計,2026_general_expenditure_02_03_01,地域活動推進（砧）,地域活動推進(砧),砧支＊地域振興課,砧支*地域振興課,327,523,1,derived
bpi_833853ba9dc7b8d5cda0fab7f75eec85af4b4f89d2b190ae1d850c494d352a52,2026,general,一般会計,2026_general_expenditure_02_03_01,地域行政部庶務事務,地域行政部庶務事務,地域行政部＊地域行政課,地域行政部*地域行政課,327,20551,1,derived
bpi_c53c3defecbf06fe556b04bf7ac898c4dd9dca0d7a4a09ae3ba1cb2b534455e7,2026,general,一般会計,2026_general_expenditure_02_03_01,多摩川花火大会,多摩川花火大会,砧支＊地域振興課,砧支*地域振興課,327,274971,1,derived
bpi_2b0d8b22fad33737b15e4d1eb16ef14f3929f286f4375276c12dc8cda7ace7a7,2026,general,一般会計,2026_general_expenditure_02_03_01,安全安心まちづくりの推進,安全安心まちづくりの推進,危管＊地域生活安全課,危管*地域生活安全課,327,517917,1,derived
bpi_af9c9e3c46194f036673b2415ebb968f01bd99cba23445e52b0b9639c67c1b63,2026,general,一般会計,2026_general_expenditure_02_03_01,市民活動の促進,市民活動の促進,生政＊市民活動推進課,生政*市民活動推進課,327,24300,1,derived
bpi_86e9efa116a24c24a300a10b4cbe34778846bd4a7f2f9af4d97e1e21676b3a82,2026,general,一般会計,2026_general_expenditure_02_03_01,平和資料館維持運営,平和資料館維持運営,生政＊人権男女共同参画課,生政*人権男女共同参画課,327,14626,1,derived
bpi_7a4ce6ea311c9c43e88b786933e0f12cedb521430ff52f205c466b92b2962ad2,2026,general,一般会計,2026_general_expenditure_02_03_01,平和都市宣言事業,平和都市宣言事業,生政＊人権男女共同参画課,生政*人権男女共同参画課,327,6924,1,derived
bpi_bc84d4ffce9e985fe6ddf80342c25ee3bcbd7c3c0e21805c99624eb7f7edf59b,2026,general,一般会計,2026_general_expenditure_02_03_01,梅まつり,梅まつり,北支＊地域振興課,北支*地域振興課,327,35644,1,derived
bpi_51569a21815baba9aca8d89f8ced91e11849d3e3dbc919c70e37adf6f7d35130,2026,general,一般会計,2026_general_expenditure_02_03_01,災害時地域助け合い活動支援,災害時地域助け合い活動支援,地域行政部＊地域行政課,地域行政部*地域行政課,327,2230,1,derived
bpi_24902b7d5527e7eb159a61fea956200f8facdbc682ee5cbcda7145a79c2b8fb0,2026,general,一般会計,2026_general_expenditure_02_03_01,犯罪被害者等支援事業,犯罪被害者等支援事業,生政＊人権男女共同参画課,生政*人権男女共同参画課,327,11844,1,derived
bpi_29889d92dbde9e6129ba7ac050fa1b0fd6c05d65077aec543c9d3ef6028c8cbe,2026,general,一般会計,2026_general_expenditure_02_03_01,犯罪被害者等支援等基金積立金,犯罪被害者等支援等基金積立金,生政＊人権男女共同参画課,生政*人権男女共同参画課,327,7323,1,derived
bpi_6d6e6f2e67f1ed7baa31d7c82d740f37c3de6980fcc180f1414dcfeb6957c749,2026,general,一般会計,2026_general_expenditure_02_03_01,生活文化政策部庶務事務,生活文化政策部庶務事務,生政＊市民活動推進課,生政*市民活動推進課,327,10252,1,derived
bpi_278dffbda09304351acfab039b899b7c50f427b95392196fde4ea6708daa2c0c,2026,general,一般会計,2026_general_expenditure_02_03_01,男女共同参画センター維持運営,男女共同参画センター維持運営,生政＊人権男女共同参画課,生政*人権男女共同参画課,327,142007,1,derived
bpi_d69c8f3868a0459dace69418c364dbc0bdef2f61b764508ff66a0b74f8559153,2026,general,一般会計,2026_general_expenditure_02_03_01,男女共同参画社会推進事業,男女共同参画社会推進事業,生政＊人権男女共同参画課,生政*人権男女共同参画課,327,27795,1,derived
bpi_0b0c85b0e99916380da98424dbe3d70dc4fcabdaa5578f57e44604cfd9a2c74f,2026,general,一般会計,2026_general_expenditure_02_03_01,町会自治会等事業助成,町会自治会等事業助成,地域行政部＊地域行政課,地域行政部*地域行政課,327,33913,1,derived
bpi_fab0c2d87f39f554fb29359f143526be54cee01f10d4fdbb513c140528931925,2026,general,一般会計,2026_general_expenditure_02_03_01,臨海部広域斎場組合負担金,臨海部広域斎場組合負担金,地域行政部＊地域行政課,地域行政部*地域行政課,327,15023,1,derived
bpi_928c377890b0caf6a48c2daa1223f5b02c049177d02070cdbe557f7c5967c64c,2026,general,一般会計,2026_general_expenditure_02_03_01,自主的コミュニティづくりの支援,自主的コミュニティづくりの支援,世支＊地域振興課,世支*地域振興課,327,30926,1,derived
bpi_c1fb802f099e017bd0fc390d349b9122d5abdb0da575f5d8acebca8486f136a8,2026,general,一般会計,2026_general_expenditure_02_03_01,防犯カメラ整備・維持管理助成,防犯カメラ整備・維持管理助成,危管＊地域生活安全課,危管*地域生活安全課,327,156526,1,derived
bpi_fe86329c0fe75122f0a4bd52e1ea5850c5b0d9b7ac37286edc4e2bb0029f6cd4,2026,general,一般会計,2026_general_expenditure_02_03_01,防犯協会・防火防災協会（世田谷）,防犯協会・防火防災協会(世田谷),世支＊地域振興課,世支*地域振興課,327,1500,1,derived
bpi_e6749a23ac05016f2ab48a0354af46fa282d37fa1e9f776233bc2298e038349a,2026,general,一般会計,2026_general_expenditure_02_03_01,防犯協会・防火防災協会（玉川）,防犯協会・防火防災協会(玉川),玉支＊地域振興課,玉支*地域振興課,327,1400,1,derived
bpi_a83ffa662ab41202b77aa768a1f2770a4e895f423211fab8e2dad0aaa4c90353,2026,general,一般会計,2026_general_expenditure_02_03_01,防犯協会・防火防災協会（砧）,防犯協会・防火防災協会(砧),砧支＊地域振興課,砧支*地域振興課,327,1400,1,derived
bpi_871f089618a2e2b60f2bb045f7a444fa34c513c07cc31fdf8165ec50f4f19157,2026,general,一般会計,2026_general_expenditure_02_03_01,青少年対策（世田谷）,青少年対策(世田谷),世支＊地域振興課,世支*地域振興課,327,7381,1,derived
bpi_2336da84f352789ae0105408c8db5fb019da6a431b9024a7145f508d36f94243,2026,general,一般会計,2026_general_expenditure_02_03_01,青少年対策（北沢）,青少年対策(北沢),北支＊地域振興課,北支*地域振興課,327,3797,1,derived
bpi_71f4ed5b522da9d228369133cc43d9d877a9f10d92115fe03ea336ba4d25c0e4,2026,general,一般会計,2026_general_expenditure_02_03_01,青少年対策（烏山）,青少年対策(烏山),烏支＊地域振興課,烏支*地域振興課,327,3410,1,derived
bpi_b679c2d75ea88631d04fa17efa869a0fe386b027d51c2d83d71d2c8cdade4a81,2026,general,一般会計,2026_general_expenditure_02_03_01,青少年対策（玉川）,青少年対策(玉川),玉支＊地域振興課,玉支*地域振興課,327,6248,1,derived
bpi_ed79e5280e9a67d363bae826287e74f23fa2f0b1f467e333e76ca0f22aad3422,2026,general,一般会計,2026_general_expenditure_02_03_01,青少年対策（砧）,青少年対策(砧),砧支＊地域振興課,砧支*地域振興課,327,3665,1,derived
bpi_b5f5771ca26b6cd4e3ba600c38e53702008d8534ba2dd7fabab88b78ab322e76,2026,general,一般会計,2026_general_expenditure_02_03_02,世田谷地域出張所改修,世田谷地域出張所改修,世支＊地域振興課,世支*地域振興課,331,100917,1,derived
bpi_306d197d0cbfc17662b6691f66f69edaa92d2675a2b8938b4fdee9ed6f9e7383,2026,general,一般会計,2026_general_expenditure_02_03_02,世田谷地域出張所維持運営,世田谷地域出張所維持運営,世支＊地域振興課,世支*地域振興課,331,306884,1,derived
bpi_2339af35e3154a6207f3cef70213d4668bfce6fc078f22fbbb0807f4606867ea,2026,general,一般会計,2026_general_expenditure_02_03_02,世田谷総合支所・出張所改築事務,世田谷総合支所・出張所改築事務,世支＊地域振興課,世支*地域振興課,331,48004,1,derived
bpi_c5aacdfc595fd6176bcabc0281791df19532d5eb194205d0d59a9206d6b07339,2026,general,一般会計,2026_general_expenditure_02_03_02,世田谷総合支所庶務事務,世田谷総合支所庶務事務,世支＊地域振興課,世支*地域振興課,331,17628,1,derived
bpi_fdeea785c596412e6e4e6bf576445e34a39fdc526ca77939ee15631c18ea9cfe,2026,general,一般会計,2026_general_expenditure_02_03_02,出張所機能充実,出張所機能充実,地行＊住民記録・戸籍課,地行*住民記録・戸籍課,331,32960,1,derived
bpi_d86e47dcf75b685675bbbbb468ddc48ff62603dc0d9d6e5fddaf26f032d49146,2026,general,一般会計,2026_general_expenditure_02_03_02,北沢地域出張所維持運営,北沢地域出張所維持運営,北支＊地域振興課,北支*地域振興課,331,168131,1,derived
bpi_589280d45d8a8fa1b8b6eee1ae26c3fcf9a4034c315fdcb0a32d72f68f6a75c8,2026,general,一般会計,2026_general_expenditure_02_03_02,北沢地域支所・出張所改修,北沢地域支所・出張所改修,北支＊地域振興課,北支*地域振興課,331,82878,1,derived
bpi_2fcd019524f4ac1ce022fc0ab0d294f9e6fdfd36a6ef5c00ebd1631e5aa75a0a,2026,general,一般会計,2026_general_expenditure_02_03_02,北沢総合支所庶務事務,北沢総合支所庶務事務,北支＊地域振興課,北支*地域振興課,331,5267,1,derived
bpi_d42db30ccf3e6ab15db7a06543dbca0ec4d46b65173034608f08fdee31e3fd8e,2026,general,一般会計,2026_general_expenditure_02_03_02,北沢総合支所維持管理,北沢総合支所維持管理,北支＊地域振興課,北支*地域振興課,331,409079,1,derived
bpi_d847d12ab67da7270744fa57b2ee68f961c60075b8baec68c0c7c2117c476827,2026,general,一般会計,2026_general_expenditure_02_03_02,地域経営事務調整（世田谷）,地域経営事務調整(世田谷),世支＊地域振興課,世支*地域振興課,331,13101,1,derived
bpi_c1cd3b25a424fc432af3554bf037e27ace8452d23c8b8fc2247d41f0366b7f9c,2026,general,一般会計,2026_general_expenditure_02_03_02,地域経営事務調整（北沢）,地域経営事務調整(北沢),北支＊地域振興課,北支*地域振興課,331,4600,1,derived
bpi_60e4bf9998715cf22fd8ce51679cf4056ce9e280773ea6608c95bd8c770b5e93,2026,general,一般会計,2026_general_expenditure_02_03_02,地域経営事務調整（烏山）,地域経営事務調整(烏山),烏支＊地域振興課,烏支*地域振興課,331,3485,1,derived
bpi_b1d0035e75fb0caf668ae110f285726b2626b2d7569a8eedb1d518860273ab06,2026,general,一般会計,2026_general_expenditure_02_03_02,地域経営事務調整（玉川）,地域経営事務調整(玉川),玉支＊地域振興課,玉支*地域振興課,331,5106,1,derived
bpi_7b8164c65fdf8f345fa258c11a55d6a1c701c74721c357a82b1590333f6fa524,2026,general,一般会計,2026_general_expenditure_02_03_02,地域経営事務調整（砧）,地域経営事務調整(砧),砧支＊地域振興課,砧支*地域振興課,331,4493,1,derived
bpi_7c59c0022b9c77ea73fd6358563522355208ec1912043f1ab6bd44b64aaccbd0,2026,general,一般会計,2026_general_expenditure_02_03_02,烏山地域出張所維持運営,烏山地域出張所維持運営,烏支＊地域振興課,烏支*地域振興課,331,60879,1,derived
bpi_71a9b98defb1585d467e8eb655bf7eeb4f3c891b0f1cf01db60458d475fcf89b,2026,general,一般会計,2026_general_expenditure_02_03_02,烏山地域支所・出張所改修,烏山地域支所・出張所改修,烏支＊地域振興課,烏支*地域振興課,331,5746,1,derived
bpi_4001c16560b970abdc00aaaf0b69c7e87e612504c9fe055fb4fab4a6056b5f84,2026,general,一般会計,2026_general_expenditure_02_03_02,烏山総合支所・出張所改築事務,烏山総合支所・出張所改築事務,烏支＊地域振興課,烏支*地域振興課,331,30030,1,derived
bpi_96e0afa84c7c5a7ace7f68c16a97411e2014a9448bfbbab0c1d3c0b9d90744a4,2026,general,一般会計,2026_general_expenditure_02_03_02,烏山総合支所庶務事務,烏山総合支所庶務事務,烏支＊地域振興課,烏支*地域振興課,331,6964,1,derived
bpi_03acf7882be09550fa989b1e65f35ed250077e82331a1371bcd8adfde8c75612,2026,general,一般会計,2026_general_expenditure_02_03_02,烏山総合支所維持管理,烏山総合支所維持管理,烏支＊地域振興課,烏支*地域振興課,331,204433,1,derived
bpi_a92861b2e0efb12280e8f627bb5e987f1ffd43f58d6fb4047e7049d41b3383ab,2026,general,一般会計,2026_general_expenditure_02_03_02,玉川地域出張所維持運営,玉川地域出張所維持運営,玉支＊地域振興課,玉支*地域振興課,331,163024,1,derived
bpi_12c83676e549c762805bde28f2adbf4f537b901e422be7ef46c4027dec685d29,2026,general,一般会計,2026_general_expenditure_02_03_02,玉川地域支所・出張所改修,玉川地域支所・出張所改修,玉支＊地域振興課,玉支*地域振興課,331,5955,1,derived
bpi_a0d3ee9dd95288fc2cdc268331c6ffb2e25caf75280c045bc8ec3ec98b50c217,2026,general,一般会計,2026_general_expenditure_02_03_02,玉川総合支所庶務事務,玉川総合支所庶務事務,玉支＊地域振興課,玉支*地域振興課,331,14934,1,derived
bpi_0bd26d7858b3cdc1d2b77bcc9a3f770b7aa2c24629f6a756f70e33d070d41781,2026,general,一般会計,2026_general_expenditure_02_03_02,玉川総合支所維持管理,玉川総合支所維持管理,玉支＊地域振興課,玉支*地域振興課,331,336746,1,derived
bpi_8c97fbbf2e87b3b9117b7896fda6e49c2db4b3cfaa8520f8dbc47bec8b28cc85,2026,general,一般会計,2026_general_expenditure_02_03_02,町会・自治会会館建設等助成事務,町会・自治会会館建設等助成事務,地域行政部＊地域行政課,地域行政部*地域行政課,331,0,1,derived
bpi_0e862aca8b338cf70404ee3f6679da4561576691915c9e878b0a1db98df98931,2026,general,一般会計,2026_general_expenditure_02_03_02,砧地域出張所維持運営,砧地域出張所維持運営,砧支＊地域振興課,砧支*地域振興課,331,165474,1,derived
bpi_1d29a86cb4fd806e87734fa8c1ca46f90d9b5b0694a5b54e5b4dccabdf791b9a,2026,general,一般会計,2026_general_expenditure_02_03_02,砧地域支所・出張所改修,砧地域支所・出張所改修,砧支＊地域振興課,砧支*地域振興課,331,292079,1,derived
bpi_1c56d712dddae4588822b2fd913179e09fd9dfcc0fa1a662ea1c975cc0f309f8,2026,general,一般会計,2026_general_expenditure_02_03_02,砧総合支所庶務事務,砧総合支所庶務事務,砧支＊地域振興課,砧支*地域振興課,331,7537,1,derived
bpi_e3c6630cd0366dee667af96052f1fd3dac4e9f5a54972e89f579ece6d7ec6979,2026,general,一般会計,2026_general_expenditure_02_03_02,砧総合支所維持管理,砧総合支所維持管理,砧支＊地域振興課,砧支*地域振興課,331,265443,1,derived
bpi_c218dd677717f730f3d033ad4758fba09805d6fdcb0313cf0732709d8d3cb3d0,2026,general,一般会計,2026_general_expenditure_02_03_02,総合窓口化の推進,総合窓口化の推進,地行＊住民記録・戸籍課,地行*住民記録・戸籍課,331,5525,1,derived
bpi_ad3324fe946b1fc849ad1e4f6be929b4aa457694040c1c5658ca23f985fe132b,2026,general,一般会計,2026_general_expenditure_02_03_02,計画・相談事業運営（世田谷）,計画・相談事業運営(世田谷),世支＊地域振興課,世支*地域振興課,331,9552,1,derived
bpi_b00b2c7683844ea9d9b6a4cda7327f945b5ea0a206772c86c0d32862e6567004,2026,general,一般会計,2026_general_expenditure_02_03_02,計画・相談事業運営（北沢）,計画・相談事業運営(北沢),北支＊地域振興課,北支*地域振興課,331,8892,1,derived
bpi_600b0da985ba4f546ac2f5858037464cb5fca4e6864fc8028c107c4f6d820a5f,2026,general,一般会計,2026_general_expenditure_02_03_02,計画・相談事業運営（烏山）,計画・相談事業運営(烏山),烏支＊地域振興課,烏支*地域振興課,331,9582,1,derived
bpi_ecfdf4fad6e9c672d9c3dcdf19a49a16efee317ec29cf4e807340bc63206c16a,2026,general,一般会計,2026_general_expenditure_02_03_02,計画・相談事業運営（玉川）,計画・相談事業運営(玉川),玉支＊地域振興課,玉支*地域振興課,331,7805,1,derived
bpi_38c925ce32e8a7ebe83d0d026c4496a234806f5b68540b0e5dc5d72f7fd34078,2026,general,一般会計,2026_general_expenditure_02_03_02,計画・相談事業運営（砧）,計画・相談事業運営(砧),砧支＊地域振興課,砧支*地域振興課,331,5431,1,derived
bpi_b84a8ef137571c1276f5281266ad73554c101d00b6f5521c7fc618a0f9339c1f,2026,general,一般会計,2026_general_expenditure_02_03_06,上北沢区民センター維持運営,上北沢区民センター維持運営,烏支＊地域振興課,烏支*地域振興課,333,126986,1,derived
